Project Name,Package Name,Type Name,Code Smell
java,org.apache.roller.weblogger.ui.rendering.model,EntryFeedURLS,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,CommentFeedURLS,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,MediaFileFeedURLS,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,UtilitiesModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,UtilitiesModel,Insufficient Modularization
java,org.apache.roller.weblogger.ui.rendering,RendererFactory,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering,RendererManager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering,RenderingException,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering,RenderingException,Broken Hierarchy
java,org.apache.roller.weblogger.ui.rendering,RequestMapper,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,AbstractPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,AbstractWeblogEntriesPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,CommentsPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,MediaFilesPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,Pager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,PlanetEntriesPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,SearchResultsFeedPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,SearchResultsPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,UsersPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,WeblogEntriesDayPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,WeblogEntriesLatestPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,WeblogEntriesListPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,WeblogEntriesMonthPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,WeblogEntriesPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,WeblogEntriesPermalinkPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,WeblogEntriesPreviewPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.pagers,WeblogsPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,AkismetCommentValidator,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,BannedwordslistCommentValidator,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,DefaultCommentAuthenticator,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,ExcessLinksCommentValidator,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,ExcessSizeCommentValidator,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,LdapCommentAuthenticator,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,MathCommentAuthenticator,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,TrackbackLinkbackCommentValidator,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,CommentAuthenticatorServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,CommentServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,FeedServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,MediaResourceServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,PageServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,PlanetFeedServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,PreviewResourceServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,PreviewServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,ResourceServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,RSDServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,SearchServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.servlets,TrackbackServlet,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.util.cache,PlanetCache,Deficient Encapsulation
java,org.apache.roller.weblogger.ui.rendering.util.cache,SaltCache,Deficient Encapsulation
java,org.apache.roller.weblogger.ui.rendering.util.cache,SiteWideCache,Deficient Encapsulation
java,org.apache.roller.weblogger.ui.rendering.util.cache,WeblogCacheWarmupJob,Unutilized Abstraction
